Screenshot 2024-09-20 225738.png,PushUps_Up,97.34003,196.81781,3.1092808,82.36356,181.65924,-38.660496,82.85959,179.20177,-38.74804,83.3878,176.50279,-38.754204,82.17532,182.00029,17.983044,82.552246,179.73471,17.989117,82.92856,177.08559,18.011436,98.87917,155.04982,-126.438034,98.40054,154.49959,121.795586,116.23893,195.45053,-21.356262,116.57716,195.57094,51.750874,201.74365,182.44559,-257.36807,226.34448,141.3077,310.70932,229.7097,329.1817,-297.7492,246.1768,284.856,345.91183,221.79163,440.3488,-208.227,244.79294,389.18018,223.60312,201.25665,453.15414,-266.55865,221.68796,401.836,234.42654,193.92087,443.67355,-217.51051,215.8972,404.2222,170.88594,202.44373,439.83264,-188.38043,224.93239,401.2956,193.69421,501.22955,203.87671,-170.6716,500.67026,180.21442,170.6827,706.6879,292.1562,-117.17773,704.095,275.5214,207.58128,906.9812,378.67096,-50.97132,887.1232,357.8952,297.43353,943.8673,378.45966,-52.219658,930.87506,360.8982,303.26364,871.60645,453.85114,-165.9624,858.1558,433.36935,212.8888
Screenshot 2024-09-20 225743.png,PushUps_Up,104.98828,192.56108,-4.568344,90.12137,177.193,-45.121853,90.610054,174.60986,-45.1978,91.101265,171.8189,-45.20164,89.98145,177.61401,10.568038,90.383896,175.27592,10.572948,90.747986,172.56606,10.599773,106.751595,150.0778,-128.02734,105.98474,150.14606,115.79713,123.8644,191.0708,-27.346123,124.26729,191.32512,44.491783,211.68832,176.55396,-254.91483,234.4369,137.83823,302.00732,236.46945,328.45978,-291.55933,251.54665,285.6815,322.4383,229.84116,443.7737,-205.28424,249.17557,389.3754,194.60455,205.93796,455.406,-264.99997,223.41551,400.6239,202.9431,198.58127,443.7836,-215.03238,217.87631,404.11472,140.15852,208.32434,440.53693,-185.41347,227.81174,401.677,164.72752,510.39514,199.4045,-168.724,509.6379,175.96828,168.71985,718.8987,286.14655,-112.98468,715.8947,269.4423,208.37053,919.3742,374.73343,-37.851482,897.8217,353.5354,302.35208,956.135,373.43204,-38.362667,943.5366,355.67172,308.60315,880.36615,451.40042,-154.04266,868.6646,429.87314,214.89485
Screenshot 2024-09-20 225746.png,PushUps_Up,94.18259,200.80983,10.667024,79.01022,185.0696,-29.898403,79.778145,182.76216,-29.968319,80.57639,180.10733,-29.966293,78.83098,185.26059,25.489784,79.4616,183.15034,25.495022,80.10188,180.56981,25.527267,97.71207,159.65509,-114.74755,97.119064,159.16968,128.04782,113.30625,199.90126,-12.634423,113.93037,199.93993,58.93564,201.23041,188.01811,-238.41013,227.43253,147.52794,308.9837,229.9151,333.95798,-273.2664,248.372,293.99655,335.3154,222.93793,455.4033,-191.99583,243.22546,398.18262,224.31616,197.88712,462.95547,-249.08063,217.40544,408.0174,236.45702,190.5095,452.8737,-198.18011,211.13074,411.12903,174.93657,200.08401,450.25894,-171.72128,220.66377,409.2836,195.59824,502.4522,210.20941,-164.64731,503.20248,185.55249,164.67581,709.9056,298.96973,-104.36885,707.8417,281.36792,198.79512,913.8901,389.0964,-31.306007,895.68097,367.10825,285.06473,950.4246,389.13257,-31.415525,939.7258,369.4127,290.23462,871.6225,460.61575,-145.61487,861.3976,439.8288,194.1607
Screenshot 2024-09-20 225750.png,PushUps_Up,94.85734,191.22568,1.1755885,79.63283,175.61244,-40.22484,80.4705,173.24399,-40.30154,81.41838,170.59688,-40.302704,79.20108,175.96367,15.656167,79.69668,173.7682,15.6658535,80.296616,171.1407,15.683481,98.8542,149.8276,-126.18684,97.59529,149.14546,119.08581,114.340866,190.30829,-22.39452,114.32835,190.6499,49.833473,202.26253,177.73232,-252.87881,224.08337,136.1767,305.1138,229.35837,326.38882,-287.21274,245.08159,281.0921,332.4641,223.87418,438.91364,-190.906,243.77798,385.98413,209.36436,200.93396,449.03473,-248.42023,219.30281,397.9045,218.98976,193.07744,439.84943,-199.36366,213.80742,398.9061,155.89595,201.9704,436.9647,-171.0448,223.401,395.82547,179.66599,503.50067,201.12956,-168.32806,503.96814,176.49908,168.35188,709.9873,287.8632,-105.95028,707.699,269.87836,206.76595,910.668,378.17657,-28.970757,891.81964,356.87552,296.74625,948.895,378.67444,-29.057192,937.8486,359.34338,302.42374,871.9228,449.96167,-142.69739,860.1757,429.1988,209.24802
Screenshot 2024-09-20 225753.png,PushUps_Up,89.98221,207.21999,20.096256,74.15171,191.57443,-22.621216,74.58771,189.19937,-22.71624,75.15646,186.53813,-22.740068,74.37278,191.20125,34.40424,74.937256,188.67232,34.43963,75.57193,185.88744,34.468456,91.74069,165.12637,-116.00569,91.54772,164.24388,134.23993,109.24437,206.31699,-5.983785,110.078415,205.7818,67.72125,190.55206,191.78119,-248.5502,218.01732,149.12459,324.61417,219.02719,340.25418,-296.25687,240.12024,294.02527,367.10358,209.2782,457.93542,-214.14206,233.34308,397.84598,260.53677,189.28511,475.03848,-271.80594,211.17876,408.91522,275.50247,180.47841,462.64316,-219.07008,203.53209,412.63184,213.50795,188.55666,458.4901,-192.81706,213.01305,410.2264,231.5334,491.9014,216.53648,-167.95535,491.90375,192.1948,167.96169,704.2223,303.3394,-104.8419,699.78564,286.9106,215.66885,900.2973,390.52264,-26.76346,879.6184,370.3253,313.42996,936.80273,389.7085,-26.315926,923.7349,373.09726,320.8589,863.4774,465.68118,-136.7083,849.2866,444.19843,232.58182
Screenshot 2024-09-20 225756.png,PushUps_Up,78.17153,203.26547,0.06737486,63.478516,187.72234,-42.516285,64.034805,185.37465,-42.61589,64.66236,182.67334,-42.631813,63.477455,187.54083,16.200853,64.01677,185.13887,16.19015,64.5935,182.37976,16.189354,81.01475,161.13092,-133.77654,80.68939,161.03642,123.77503,97.13321,202.49176,-25.733704,97.68991,201.96762,50.06206,183.04549,189.8563,-268.57935,206.15938,148.18349,317.1218,211.36661,336.2977,-313.11163,227.78795,294.96887,351.4318,202.53712,450.34735,-231.49756,223.65355,398.47977,224.30565,181.7525,461.97168,-293.24612,199.92632,412.11118,235.76782,173.96349,451.79578,-243.59265,193.91696,415.20148,170.7957,182.4188,448.2323,-211.66086,203.23732,412.12033,193.6253,484.75082,209.10866,-176.14389,484.10733,186.4389,176.16504,687.7389,296.73547,-118.960594,686.53723,281.88776,218.68764,891.6588,382.7077,-35.911873,870.5776,363.20865,319.1745,928.4605,383.8486,-35.462,913.0402,367.13458,326.2601,854.5548,460.3174,-149.73074,843.53735,442.07632,232.89253
Screenshot 2024-09-20 225759.png,PushUps_Up,83.07629,183.82951,-8.131495,68.2951,167.788,-51.103783,69.09747,165.42557,-51.208,69.98026,162.83604,-51.227726,67.93549,167.79272,10.072237,68.48251,165.57123,10.062657,69.087746,163.02335,10.066308,87.8278,142.15485,-143.90396,86.89331,141.69615,124.64409,102.990616,183.36101,-34.85924,103.145584,183.37961,44.094902,191.09349,170.4599,-284.23154,213.13799,129.49106,323.42816,219.68192,315.5455,-334.25012,234.5118,274.16437,361.86505,211.43697,427.53024,-254.51366,230.97401,376.68677,225.91797,189.93085,440.11426,-320.14127,207.71404,388.91977,237.02623,181.91748,430.23117,-270.5641,201.46693,392.43976,170.12141,190.7406,426.47562,-234.9152,210.87935,389.54114,194.20741,492.54974,190.39139,-184.14282,491.81873,166.29213,184.15303,696.3779,277.58054,-132.27106,693.2972,261.11234,233.73814,898.2179,364.9975,-53.283768,873.8055,341.62628,337.5492,939.41345,367.47964,-53.57193,920.90094,346.6287,344.91257,860.1839,443.1264,-171.55939,846.56995,420.79614,253.60649
Screenshot 2024-09-20 225802.png,PushUps_Up,114.699234,176.6207,29.286127,99.59807,160.37321,-12.500842,100.19793,158.02681,-12.581869,100.92614,155.38109,-12.600911,99.74534,160.01366,44.400314,100.39022,157.64801,44.436295,101.09065,155.01204,44.464417,118.121574,134.30669,-104.076645,118.15532,133.53845,145.38484,134.15479,176.65189,3.6625571,134.82994,176.20451,77.14181,215.89873,163.66568,-234.28885,246.00354,120.71186,327.41046,246.34338,309.87543,-280.8832,268.6543,266.07886,368.69565,233.99594,426.86087,-209.61446,259.15906,371.76495,271.26266,213.42668,437.18262,-267.04346,237.176,382.30124,286.99777,206.25974,428.38074,-215.85347,230.95757,385.36877,226.03452,214.90771,425.35754,-189.27667,240.44653,383.25073,242.82993,514.319,185.57208,-165.48773,515.64844,161.28384,165.56227,724.7185,273.56766,-113.322784,722.11115,257.11475,193.91583,928.6613,362.86102,-43.84795,908.8996,344.37357,278.94278,963.14685,359.99506,-44.180206,951.6455,345.7178,284.72165,889.5558,438.4287,-157.15746,878.39215,420.2537,189.07224
Screenshot 2024-09-20 225806.png,PushUps_Up,89.23314,217.17567,0.48346102,74.22285,202.01453,-41.783333,74.623825,199.63951,-41.8818,75.06004,197.00302,-41.88773,74.33562,202.07214,16.320736,74.78002,199.73294,16.294348,75.20413,197.02377,16.29179,90.92148,175.44557,-131.82411,90.61904,174.94528,122.59384,108.25176,216.00218,-24.917675,108.82263,215.83006,49.958763,193.75473,202.18254,-266.2232,217.21367,160.37602,315.37274,220.87651,347.99335,-311.28854,236.49055,306.70676,352.23096,214.52397,460.43848,-226.18137,233.86415,409.6933,220.80432,191.95767,474.4279,-286.49707,209.81462,423.12225,230.21219,184.38449,464.5427,-238.39493,204.04971,426.66156,165.28964,193.61957,460.43552,-206.66165,213.73456,423.61707,189.9938,494.20447,225.47562,-175.51088,494.2824,199.44267,175.4734,698.5567,312.5628,-122.81706,695.17847,294.8462,216.9165,900.97955,397.04468,-48.06717,877.88904,374.27078,312.5552,935.6075,397.71585,-48.66186,922.2843,379.5807,319.08646,862.9815,475.7277,-162.4959,848.77765,452.1902,228.68192
Screenshot 2024-09-20 225809.png,PushUps_Up,90.65362,196.6471,12.157939,75.13541,180.4184,-29.593624,75.68011,178.00513,-29.672972,76.29808,175.38025,-29.680323,75.27379,180.23434,27.009811,75.88575,177.79318,27.024591,76.50436,175.11253,27.050552,92.79986,154.96178,-118.32652,92.37408,154.62335,130.33759,109.80976,196.0657,-12.432761,110.6775,195.5736,60.81136,198.40408,182.1219,-248.3236,222.17923,143.11707,316.75006,224.51726,328.7844,-287.27127,243.39212,286.52686,347.01733,218.438,443.82715,-200.67065,239.84442,393.02847,233.58745,196.75536,454.5555,-258.78928,215.31438,403.79214,246.74539,188.8048,445.63895,-207.27554,209.5237,405.52658,183.91275,197.60657,442.6811,-180.03741,219.25734,403.1641,204.23749,496.78598,204.96547,-170.75389,496.0939,181.88129,170.79353,705.1607,292.50836,-111.55473,702.67474,274.44998,209.66585,906.0612,381.1573,-36.39852,886.89526,359.89575,302.0414,945.59955,380.19278,-36.42471,931.7866,360.18402,308.08755,867.54834,456.01688,-151.77458,855.93256,434.49005,213.0038
Screenshot 2024-09-20 225923.png,PushUps_Up,677.75,192.47481,-320.89893,685.4019,172.81268,-298.49966,685.79846,172.4868,-298.5889,686.1842,172.00035,-298.83038,678.4318,170.4983,-336.74072,673.4323,168.38419,-336.85718,667.58026,165.64987,-336.84174,658.86395,165.6918,-193.70958,635.7829,154.83739,-361.52798,661.89966,204.78244,-279.18375,654.155,201.23912,-327.4141,597.66876,229.44713,-84.21203,510.6416,202.30487,-389.6748,573.6319,356.94467,-27.192987,459.1184,348.13058,-370.65408,579.39496,479.94424,-92.84938,446.33725,491.91006,-358.31598,611.4803,493.8707,-114.876724,464.90225,507.10098,-418.0683,606.68085,493.59143,-160.54959,476.84073,502.56512,-411.4817,590.97876,490.41614,-114.25342,470.81436,498.19354,-359.6167,374.4048,306.80054,92.56507,318.5958,280.1792,-92.28531,269.10208,365.24927,258.47272,201.61646,355.5549,57.22051,164.02628,389.49158,439.7213,78.00036,412.2647,207.08427,141.8563,381.09457,456.94547,51.957397,406.78754,217.97113,166.73567,454.41754,452.36478,85.773186,466.77658,156.78111
Screenshot 2024-09-20 225933.png,PushUps_Up,680.4949,130.21577,-270.0287,688.05334,112.17344,-247.08191,688.3099,112.160095,-247.18195,688.6024,112.01126,-247.40536,680.5917,110.034584,-284.40366,675.2131,108.20856,-284.50604,669.0924,105.70672,-284.46692,660.43713,107.46406,-143.3928,637.4046,95.40181,-307.81628,662.86365,143.43268,-229.8499,654.38873,140.17009,-277.11182,596.4148,175.7896,-38.208344,514.8665,141.26817,-350.82382,574.5258,301.63232,20.061916,465.7016,285.25647,-335.54636,580.62946,419.5101,-43.319,446.2892,420.35956,-315.9589,612.70215,434.37067,-65.40025,465.25803,440.35956,-374.86392,608.8217,433.8486,-111.92337,478.27005,437.75797,-367.638,594.4344,428.96286,-65.6294,473.65128,432.14294,-317.1344,367.72144,246.39555,96.37704,315.76172,219.28923,-96.08258,255.40533,315.22015,235.28487,195.49718,299.1809,40.232082,143.69504,347.03522,382.30093,75.58172,354.65826,169.2815,111.95837,325.67633,395.00345,50.412643,350.9585,177.32932,119.33672,392.1553,380.12546,88.03293,407.50647,113.83883
Screenshot 2024-09-20 225937.png,PushUps_Up,675.32074,134.06212,-293.23227,683.52124,117.028755,-271.69742,684.43054,117.55921,-271.7839,685.32,117.967865,-271.99817,673.87524,112.459335,-306.48895,667.07166,109.43962,-306.60574,659.15063,105.853424,-306.58112,662.0427,114.04202,-169.2589,628.91235,95.67013,-322.25015,659.132,147.15753,-253.17857,647.9898,142.58138,-297.20795,597.06586,176.33762,-58.121246,517.1396,143.59938,-361.72565,575.0742,303.6537,-13.062088,469.03436,295.29398,-349.19394,581.4241,422.28064,-80.161644,450.81705,429.6163,-345.69577,614.5186,433.1338,-102.55781,470.93692,446.45844,-408.29324,610.155,433.2111,-149.56587,481.70218,442.4238,-400.7927,595.018,429.2617,-102.63319,477.45703,438.52106,-347.59146,370.50992,243.8281,93.35531,321.5968,216.98262,-93.10958,255.67831,301.71857,229.94151,196.17969,300.48538,38.821575,149.9659,347.14163,377.20502,79.53208,352.8842,160.71896,116.45701,324.9491,390.01523,55.17108,350.37903,167.95883,128.87863,392.1861,373.73267,90.51917,405.7879,102.78345
Screenshot 2024-09-20 225941.png,PushUps_Up,660.03705,128.63351,-322.67224,669.8161,108.86132,-301.3401,670.2023,108.200165,-301.45248,670.6069,107.44062,-301.7177,662.8443,105.95243,-339.257,657.7377,103.1566,-339.38324,651.5695,99.7796,-339.37747,642.3021,98.15171,-198.41948,616.93304,85.0931,-364.4491,642.7956,137.9217,-281.1303,633.3869,133.72606,-329.09674,584.80206,162.49031,-85.4084,494.9184,129.0079,-390.31772,561.1824,285.8894,-35.086727,449.55576,279.98788,-377.49338,567.888,407.07388,-107.88822,432.367,419.97046,-384.5543,598.87286,418.4865,-131.55307,452.76407,436.32468,-451.22058,592.1184,417.3357,-180.32689,464.07742,431.0186,-442.73175,576.23096,413.24835,-130.99281,458.56885,426.18457,-386.4101,364.78522,225.592,94.77051,310.86508,198.93051,-94.559906,240.32118,298.78488,230.61383,181.60909,285.5938,46.985126,117.88916,314.56223,389.60965,64.83524,338.22528,180.29883,93.496,310.80283,404.12692,41.70561,334.09323,189.1194,109.44262,369.71124,382.57346,73.98502,391.37115,121.763336
Screenshot 2024-09-20 225943.png,PushUps_Up,667.42505,116.468895,-264.30197,674.1352,98.91306,-242.61774,674.17285,98.91138,-242.72133,674.22266,98.74977,-242.93445,667.30536,96.82306,-280.88403,661.67175,95.13061,-281.0074,654.9464,92.68741,-280.99826,647.1068,94.66126,-141.43417,621.90936,82.40029,-310.15695,648.86127,129.49602,-224.3628,640.00305,126.76995,-272.91315,580.7126,162.6142,-35.230423,501.63058,124.65199,-351.67667,556.03326,288.79105,15.757049,451.64307,273.8055,-335.37216,562.06104,408.13303,-46.803795,430.45557,410.2089,-323.24295,594.32587,419.55606,-66.805786,449.3673,428.65057,-383.9015,590.8004,419.14877,-114.34674,462.44803,425.468,-374.2303,575.10114,415.15765,-69.162865,457.95114,421.65408,-323.6492,352.60538,231.06813,95.60498,303.8165,203.28276,-95.2863,238.07086,298.81244,238.98714,177.7826,287.2514,41.120655,129.13039,332.5652,390.26376,62.30396,341.39276,175.63193,99.62164,311.2535,403.83798,40.346367,338.6588,184.51459,113.14403,377.02692,388.42142,77.95355,393.48468,121.48618
Screenshot 2024-09-20 225948.png,PushUps_Up,659.6799,119.082794,-276.0951,667.9324,103.24792,-255.08807,668.42664,103.9678,-255.18454,668.9857,104.58936,-255.40144,659.6866,99.522675,-290.77774,653.00543,97.2082,-290.8831,644.6093,94.00463,-290.8705,643.63446,102.145485,-156.58969,608.9208,82.954666,-313.5901,639.00714,134.24286,-237.43951,628.552,129.84534,-282.64395,577.5709,169.40367,-45.939545,494.56305,129.77026,-352.24106,554.4143,294.30685,12.176822,445.5361,282.31155,-328.48926,564.3329,410.0347,-39.12476,427.07037,415.68634,-312.93234,595.3234,422.05048,-56.246235,445.8955,432.53406,-372.48126,589.63824,421.25287,-102.79113,456.32272,428.89426,-362.57434,576.5881,416.903,-60.80225,452.7303,424.60767,-313.35605,357.62454,233.24365,91.527985,305.1156,203.47755,-91.21966,266.3685,302.9066,235.79337,180.02061,286.84628,30.784046,175.4675,331.71176,390.88382,58.703606,344.38028,154.72722,156.77127,324.55164,404.924,36.1796,341.8205,162.12564,176.64297,395.74728,403.0617,73.41178,393.68723,100.13532
